Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","20220.285","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","9791.059","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","10429.226","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","9342.912","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","10950.055","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","20137.118","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","9750.47","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","10386.648","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","9283.979","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","10887.276","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","20066.546","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","9715.784","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","10350.762","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","9243.988","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","10824.213","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","19995.836","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","9681.297","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","10314.539","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","9207.431","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","10765.305","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","19906.079","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","9638.704","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","10267.374","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","9165.608","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","10711.013","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","19797.82","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","9587.94","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","10209.88","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","9117.772","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","10660.311","X","Figure from international organizations",""
